"domain","category","hashtags","date"
"0x3ny.xyz","Blockchain and Cryptocurrencies","#account","2022-04-16"
"1xslots-ke.top","Blockchain and Cryptocurrencies","#gold,#dogecoin,#dash,#ethereum,#monero,#bitcoin,#coin,#tether","2022-04-16"
"1xslots-kq.top","Blockchain and Cryptocurrencies","#litecoin,#dogecoin,#dash,#ethereum,#monero,#gold,#bitcoin","2022-04-16"
"1xslots-kt.top","Blockchain and Cryptocurrencies","#litecoin,#dogecoin,#dash,#ethereum,#monero,#gold,#bitcoin","2022-04-16"
"360protexfx.com","Blockchain and Cryptocurrencies","#trading,#account,#payment,#debt,#cryptocurrency,#finance,#bitcoin,#coin,#ledger,#blockchain,#wallet","2022-04-16"
"365btcoin.com","Blockchain and Cryptocurrencies","#nft,#uniswap,#account","2022-04-16"
"3xch.com","Blockchain and Cryptocurrencies","#trading,#crypto","2022-04-16"
"4inforeign.com","Blockchain and Cryptocurrencies","#cryptocurrency,#ethereum","2022-04-16"
"501vip.net","Blockchain and Cryptocurrencies","#wallet,#money","2022-04-16"
"5iresales.online","Blockchain and Cryptocurrencies","#blockchain,#ethereum,#tether","2022-04-16"
"88bank.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"8bank.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"aadicoin.com","Blockchain and Cryptocurrencies","#blockchain,#coin,#finance,#payment,#swap,#wallet,#safepal,#binance,#account,#bank,#cryptocurrency","2022-04-16"
"aawallet.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"actfinance.ltd","Blockchain and Cryptocurrencies","#account,#cryptocurrency,#coin,#crypto","2022-04-16"
"afrocheetahclub.com","Blockchain and Cryptocurrencies","#opensea,#blockchain,#metamask,#wallet,#ethereum,#money,#binance,#crypto,#kraken","2022-04-16"
"aglinvestandearn.com","Blockchain and Cryptocurrencies","#money,#binance","2022-04-16"
"ahl-cx.com","Blockchain and Cryptocurrencies","#coin,#polygon,#finance,#blockchain,#ethereum,#cryptocurrency","2022-04-16"
"aidsforukraine.com","Blockchain and Cryptocurrencies","#crypto,#bitcoin,#ethereum,#blockchain,#account,#cryptocurrency","2022-04-16"
"airuscart.com","Blockchain and Cryptocurrencies","#account,#blockchain,#ethereum,#wallet,#cryptocurrency,#trading","2022-04-16"
"ajnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"akex.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"alex-orlov.xyz","Blockchain and Cryptocurrencies","#bitcoin,#ethereum,#gold,#cryptocurrency,#polkadot,#dogecoin,#coin,#payment,#binance,#trading,#blockchain,#tether,#monero,#crypto","2022-04-16"
"allianceoptionswallet.xyz","Blockchain and Cryptocurrencies","#bitcoin,#trading,#blockchain,#money,#account,#payment,#wallet,#ethereum,#cryptocurrency,#coin,#gold,#coinbase","2022-04-16"
"alpha-sniper.com","Blockchain and Cryptocurrencies","#wallet,#money","2022-04-16"
"anankeerc.com","Blockchain and Cryptocurrencies","#ethereum,#blockchain","2022-04-16"
"ape-air.com","Blockchain and Cryptocurrencies","#payment,#ethereum,#wallet","2022-04-16"
"apecein.com","Blockchain and Cryptocurrencies","#metamask,#wallet,#fund,#ethereum","2022-04-16"
"apecoinofficial.net","Blockchain and Cryptocurrencies","#coin,#metamask,#wallet,#dao,#ethereum","2022-04-16"
"apecoins-airdrop.com","Blockchain and Cryptocurrencies","#wallet","2022-04-16"
"apecoir.com","Blockchain and Cryptocurrencies","#metamask,#wallet,#fund,#ethereum","2022-04-16"
"apexgainfinance.com","Blockchain and Cryptocurrencies","#trading,#account,#cryptocurrency,#money,#wallet,#bitcoin,#ethereum,#litecoin,#bank,#payment,#blockchain,#coinbase","2022-04-16"
"apextrades.net","Blockchain and Cryptocurrencies","#trading,#gold,#bank,#finance,#bitcoin,#tether,#money,#payment,#cryptocurrency,#account","2022-04-16"
"apezoin.com","Blockchain and Cryptocurrencies","#metamask,#wallet,#fund,#ethereum","2022-04-16"
"appfreewallet.com","Blockchain and Cryptocurrencies","#wallet","2022-04-16"
"aqnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"arbitruim.net","Blockchain and Cryptocurrencies","#wallet,#ethereum,#metamask,#walletconnect","2022-04-16"
"arcadekingdoms.com","Blockchain and Cryptocurrencies","#blockchain","2022-04-16"
"ark-donate.com","Blockchain and Cryptocurrencies","#crypto,#wallet,#cryptocurrency,#payment","2022-04-16"
"ark-invest.one","Blockchain and Cryptocurrencies","#crypto,#wallet,#cryptocurrency,#payment","2022-04-16"
"armageddon.finance","Blockchain and Cryptocurrencies","#finance,#wallet,#fund,#trading","2022-04-16"
"art30.xyz","Blockchain and Cryptocurrencies","#bank","2022-04-16"
"artifix-nft.site","Blockchain and Cryptocurrencies","#ethereum,#blockchain,#cardano,#payment,#wallet","2022-04-16"
"asjc.xyz","Blockchain and Cryptocurrencies","#ethereum,#bitcoin,#wallet,#blockchain,#payment","2022-04-16"
"askcoinsinfo.com","Blockchain and Cryptocurrencies","#wallet,#crypto,#cryptocurrency","2022-04-16"
"asternfts.com","Blockchain and Cryptocurrencies","#wallet,#ledger,#blockchain","2022-04-16"
"astroelon.info","Blockchain and Cryptocurrencies","#coin,#crypto,#wallet,#trading,#dash,#cryptocurrency,#finance,#nft,#uniswap,#swap,#blockchain","2022-04-16"
"aswallet.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"atbank.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"atfinity.online","Blockchain and Cryptocurrencies","#crypto,#bitcoin,#bank","2022-04-16"
"auruminvestmentcapital.com","Blockchain and Cryptocurrencies","#account,#cryptocurrency,#trading,#crypto,#bitcoin,#coin,#fund,#gold,#money","2022-04-16"
"auth-repair.com","Blockchain and Cryptocurrencies","#ethereum,#tether,#coin,#polkadot,#dogecoin,#binance,#bitcoin,#polygon,#litecoin,#uniswap,#monero,#axie,#elrond,#sandbox,#decentraland,#theta,#tezos,#money","2022-04-16"
"avaxtrucking.com","Blockchain and Cryptocurrencies","#wallet,#nft","2022-04-16"
"awarepost.com","Blockchain and Cryptocurrencies","#cryptocurrency,#bitcoin,#crypto,#payment","2022-04-16"
"awnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"axeinfiintiy.com","Blockchain and Cryptocurrencies","#axie,#blockchain,#money","2022-04-16"
"axex.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"axieworldplay.com","Blockchain and Cryptocurrencies","#bitcoin,#blockchain,#wallet,#money,#crypto","2022-04-16"
"axnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"axx.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"aynft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"ayoubwheatley.site","Blockchain and Cryptocurrencies","#crypto,#polygon,#ethereum,#cryptocurrency,#polkadot,#finance","2022-04-16"
"azoptionspro.com","Blockchain and Cryptocurrencies","#cryptocurrency,#account,#trading,#money,#bitcoin","2022-04-16"
"b2k2robot.xyz","Blockchain and Cryptocurrencies","#wallet","2022-04-16"
"b4fiproject.com","Blockchain and Cryptocurrencies","#cryptocurrency,#blockchain,#account,#money,#savings,#crypto,#dogecoin,#wealth","2022-04-16"
"babycrogecoin.net","Blockchain and Cryptocurrencies","#coin,#dogecoin,#binance","2022-04-16"
"babycrohiba.com","Blockchain and Cryptocurrencies","#blockchain,#finance,#cryptocurrency,#money,#coin,#wallet","2022-04-16"
"babycroki.info","Blockchain and Cryptocurrencies","#swap,#wallet,#finance,#pancakeswap,#cryptocurrency","2022-04-16"
"babyluniverse.com","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"bahrainbtc.com","Blockchain and Cryptocurrencies","#bitcoin","2022-04-16"
"bank30.xyz","Blockchain and Cryptocurrencies","#bank","2022-04-16"
"batasm.finance","Blockchain and Cryptocurrencies","#finance","2022-04-16"
"bconpolygon.com","Blockchain and Cryptocurrencies","#polygon,#bank","2022-04-16"
"beanz2all.com","Blockchain and Cryptocurrencies","#opensea","2022-04-16"
"beanz4all.com","Blockchain and Cryptocurrencies","#opensea","2022-04-16"
"best-restore.com","Blockchain and Cryptocurrencies","#blockchain,#wallet","2022-04-16"
"bestcasinobitcoin.xyz","Blockchain and Cryptocurrencies","#bitcoin,#payment,#ethereum,#blockchain,#cryptocurrency,#bank,#account,#wallet,#money,#crypto,#coinbase,#litecoin","2022-04-16"
"bestdiamondus.com","Blockchain and Cryptocurrencies","#wallet,#gold","2022-04-16"
"bestnftacademy.com","Blockchain and Cryptocurrencies","#blockchain,#ethereum,#account","2022-04-16"
"bestonlinestore.store","Blockchain and Cryptocurrencies","#wallet,#wealth,#cryptocurrency,#finance,#metamask,#binance,#pancakeswap,#money","2022-04-16"
"bestwaytobuycryptocurrency.net","Blockchain and Cryptocurrencies","#cryptocurrency,#money","2022-04-16"
"betaminerexchange.com","Blockchain and Cryptocurrencies","#trading,#bitcoin,#wallet,#payment,#ethereum,#blockchain,#account,#gold","2022-04-16"
"betterinvestmentsfx.com","Blockchain and Cryptocurrencies","#cryptocurrency,#account,#trading,#gold,#bank,#bitcoin,#ethereum","2022-04-16"
"bewallet.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"bfex.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"bfnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"bgnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"bharathalchal.xyz","Blockchain and Cryptocurrencies","#account,#cryptocurrency,#bitcoin","2022-04-16"
"bhnft.xyz","Blockchain and Cryptocurrencies","#binance","2022-04-16"
"biaswp.com","Blockchain and Cryptocurrencies","#ethereum,#wallet,#account","2022-04-16"
"bifrost.team","Blockchain and Cryptocurrencies","#blockchain,#bitcoin","2022-04-16"
"bigsmmbrobot.com","Blockchain and Cryptocurrencies","#opensea,#cryptocurrency,#payment","2022-04-16"
"billionairefox.com","Blockchain and Cryptocurrencies","#polygon,#blockchain,#opensea,#fund","2022-04-16"
"billiondollarcanvas.com","Blockchain and Cryptocurrencies","#blockchain,#cryptocurrency,#wallet,#ethereum","2022-04-16"
"binance-defl.com","Blockchain and Cryptocurrencies","#trading,#bank,#coin,#finance,#binance,#loan,#swap,#wallet,#bitcoin,#ethereum,#litecoin","2022-04-16"
"binance-eth.com","Blockchain and Cryptocurrencies","#trading,#bank,#coin,#finance,#binance,#loan,#swap,#wallet,#bitcoin,#ethereum,#litecoin","2022-04-16"
"binancecash.info","Blockchain and Cryptocurrencies","#binance,#blockchain,#pancakeswap","2022-04-16"
"birdbet.net","Blockchain and Cryptocurrencies","#blockchain,#cryptocurrency,#coin,#ethereum,#insurance,#wallet,#bitcoin,#crypto,#trading","2022-04-16"
